,event,date,person,quote,Positive?,Negative?,Team?,Individual?
197,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"So first, our plan and goal is to get to 16 teams in the next few years. We're at 13 with the Golden State team. Our plan is to get three more in the next few years.",1.0,,1.0,
198,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We're talking to a lot of different cities. I think I've thrown out names before. It's complex because you need arena and practice facility and player housing and all the things, you need committed long-term ownership groups. The nice thing is we're getting a lot of calls.",,1.0,1.0,
199,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We continue to engage with cities. I'll throw some of those out there because I've already thrown them out there. We continue to engage with cities like Philadelphia and Toronto, and Portland and Denver and Nashville and South Florida and probably forgetting one, but those are the cities we're talking to. But just last week we got calls from two other cities. These can either take a very long time to negotiate or can happen pretty quickly if you find the right ownership group with the right arena situation.",,1.0,1.0,
200,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We're on our way to 16. That will add 48 roster spots in just a couple of years. That, in a league of 144, is a lot. That's 30 percent. I think it'll be great when we get those done over the next couple years.",1.0,,1.0,
201,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yeah, I think what's important is there's a reason the WNBA is the longest-tenured women's professional sports league in the country, and it's because the NBA has been such a great partner in launching this league, building this league and investing in this league. So to the extent it makes sense, I think what I heard Adam say, but to the extent it made sense to go to market together, that's what we'll do.",1.0,,1.0,
202,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I think as you look at streamers who have a subscription model, the WNBA gives the NBA longer programming across the year. I think Adam uses the quote of 320 I actually think it's more days. And there's no other set of two sports leagues that can offer that live programming and sports to a streamer like that. I would say probably in that case we need the NBA because we have a smaller footprint with only 40 games, and it's nice to go to market together.",1.0,,1.0,
203,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"So where it makes sense to go together, we will. Where it makes sense -- so we have our own deals today that the NBA doesn't have, with Amazon, with CBS and with ION. So where it makes sense not to, we'll evaluate that and work with Adam and his team on that. We're just excited that we have a lot of interest from a lot of media partners in the W. We've got to deliver an amazing season this year in order to get, I think, the right-sized valuation.",1.0,,1.0,
204,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yeah, I think everybody is watching those teams that are investing in the player experience. I'll call it more -- because it is more broad than just practice facility. There's a variety of things in player experience that can attract a player in free agency. And quite frankly, off of our 2020 very progressive and historic collective bargaining agreement, free agency opened up, as you've seen, some really interesting years of free agency that we didn't used to have.",1.0,,1.0,
205,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I think you see that investment. You'll see it pay off. I think there are other owners looking at the exact same thing. We have situations where, again, we have NBA-affiliated teams who already have great practice facilities.",1.0,,1.0,
206,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I think everybody is looking for an advantage to bring in free agents, because the one thing I know these long-term committed owners in the W are, they want to win a championship. I think practice facilities and other player experience have become very important as you seek free agents in the marketplace.",1.0,,1.0,
207,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"See, we're a pretty good vault here at the WNBA. I'm not going to comment on any specific ownership group. We've had several ownership groups in several cities reach out to us. Sometimes in a city, two different ownership groups reach out. Again, we evaluate them through our process. We also evaluate the city, the demographic, the psychographic. That is my hometown, so I happen to know more about that. But we've done a big data exercise in research.",1.0,,1.0,
208,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Right, the one thing in sports, at the league level we love to bring in these corporate partners because then they can support our players across all of our teams. We've been able to establish that with our current WNBA Changemakers and other partners that aren't Changemakers. We upsell to Changemakers, like we did with CarMax. They were a partner, not a Changemaker, and they came to us and said we want to support the W in a bigger way. So we were able to upsell them, too.",1.0,,1.0,
209,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"There are some open categories we have in a variety of categories. That's how we target who we want to be partners. But we also look at a values match. We also look at -- relationships matter, too. If we have relationships with the CEO or the CMO or someone in the C-suite, that's an important part because then you can turn that into a corporate partnership.",1.0,,1.0,
210,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yes, I think with eyes on the game increasing at historic levels, obviously betting is not legal in every state. Integrity is No. 1 for us, so obviously we do a lot in that area. But certainly from a perspective of bringing in a fan base that might not have been in the WNBA before. We've had plenty of betting on WNBA in past years, but obviously I think FanDuel or one of the betting companies released a statistic about that LSU-Iowa game in the Elite Eight, and it was one of the highest bet games they had seen. I hadn't seen the data post that for the Final Four and the final game, but I'm sure a lot of people are paying attention, transcending age, race, gender from that perspective.",1.0,,1.0,
211,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"That's what these WNBA players coming into this Draft tonight are going to do for us, and I think the attention and the views and bringing in another part of a fan base that might not have watched women's basketball before and now are following these household names.",1.0,,1.0,
212,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"The one thing I know about sports, you need household names, rivalries and games of consequence. Those are the three things we've had over the past couple weeks, and hopefully will continue into the WNBA season. Certainly sports betting is something that attracts fans in.",1.0,,1.0,
213,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I think we need to work on this idea of watch and bet versus bet and watch because if you bet, maybe you don't watch, but if you watch and then bet, yeah, then you're probably bringing in a fan base we haven't had before.",1.0,,1.0,
214,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Integrity first. Obviously, it's not legal in every state in the U.S.. But as we start to see that -- and betting partners are supporting our teams, as well, in corporate sponsorships. So I think again, it's an important way to grow our viewership.",1.0,,1.0,
215,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yeah, it's certainly something that -- that's why I started to answer this question with the integrity of the game is No. 1. It will remain No. 1 no matter how the handles grow and things like that. But people are going to bet on our sport, and we do a ton of training from the league, the team perspective. The Players Association I know has a rules of the road around this. I think it is really important.",1.0,,1.0,
216,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I was actually talking to the players last night, and I said I learned one thing when I was the CEO of Deloitte about juggling four things in life your work, your health, your family and your integrity. I said, when you juggle those balls, three of those balls are glass and if you drop them, they break, and those are family, health and integrity. The work ball is rubber. You can mess up and recover. But those three balls, so the integrity I think it's really important that the players understand they're big brands with big followership, more than any players have had coming into the league because of the popularity of the women's game at the NCAA level, and how important is integrity.",1.0,,1.0,
217,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"It's accomplished by training. Do I worry about things like that? Sure, and everybody should in sports. But I do think it's happening around us, and if we're not cognizant of what's going on and how that can benefit the viewership of the league and things like that, so we don't want to leave that on the table, but we want to do it in the right way with the right guardrails around integrity. We have not, to my knowledge, had issues on that, but we'll continue to monitor it for sure.",,1.0,1.0,
218,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Obviously we have a team there, as well, and in other states, but they'll continue to make their impact on this particular issue, maternal health, reproductive rights. Actually, the charities that we'll be donating to as part of the Commissioner's Cup will be charities in that space, and the players, again, will use their voice because they know if they use their voice, change will happen for them.",1.0,,1.0,
219,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I think we'll just continue to obviously monitor. You're right, we decide on All-Stars now a year in advance. We're getting better at that. Therefore, we made this decision a year ago.",,1.0,1.0,
220,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yeah, so it is great to actually inherit, I'll call it. Quite frankly, again, we didn't do what we did in the bubble in 2020 to have a season, which is existential for us, I'm not sure we're at this moment with these household names coming into our league, because there might have been nowhere to play had we been out of the sports landscape for 20 months. We certainly wouldn't have the momentum we all have in women's basketball and are enjoying.",1.0,,1.0,
221,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"So I'm thrilled that we have household names coming in. We need to market around that. In fact, one of the things we did for the first time ever was we did a media ad buy from the Sweet 16 into the final for the WNBA. You might have seen them. I have a prop with me today. Rookie-O's. Arike was in one of the commercials and Stewie was in another, and we had another one predicting when the rookies come in.",1.0,,1.0,
222,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I know just from my circles in life, hearing people who are all talking about the WNBA, that we're going to be successful in that. But it is about marketing, so deployment of that capital in the marketing area. We've increased our marketing budget significantly for this year to capture just that, and I think we're already seeing the returns on that. We had 98 percent positive sentiment on this ad campaign. I mean, that's the W. Ninety-eight percent positive. We're really excited about that.",1.0,,1.0,
223,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We're trying a lot of different things now that we have some of that financial capital and human capital, because you need human capital, too, to grow. So we've been able to hire a lot of people in our marketing group, and we had very few when I came in. We have a Chief Marketing Officer now and we have the power of the NBA brand, too, helping us market.",1.0,,1.0,
224,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,It's all shaping up to continue to take these household names and build new household names.,1.0,,1.0,
225,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"I just want to step back and say how blessed I feel to be in women's basketball because it's not just this class, it's next year, the year after. I mean, Juju Watkins and Hannah Hidalgo, Kiki Rice, Paige Bueckers. The list goes on. Someone was out in Portland at the regional at the U-17, and they said, Cathy, you should see these players, U-17 players and how good they are and how good they're going to be. I feel very blessed that we'll have a long run at marketing household names and building rivalries in this league.",1.0,,1.0,
226,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Yeah, we continue to look at the data that comes through and where there's anomalies or unusual -- again, this year is going to be an unusual year overall because of our footprint with an Olympic break, about a three-week Olympic break. But I think next year we'll have a great footprint. We've continued to look at the data around injuries and the hardship system and things like that.",,1.0,1.0,
227,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We also continue to look at where the 10, 11, 12 players on our rosters fall as far as playing time and things like that.",,1.0,1.0,
228,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We'll continue to take a look at it. I think for now, the roster spots are going to remain at 12. But again, as I said, we're going to add 48 roster spots in probably a three-year period or so, and that's a lot. So we'll give a lot more -- I thought you were going to ask me because my goal is we have -- we need to give these players a lot more opportunities to play at the professional level, and that's what growth is. That's what's going to fund the growth, whether you talk about revenue, media deals, corporate partners, the more cities you're in. Again, longest-tenured league, 330 million people in this country, not enough to be in 12, so now we have 13, on our way to 16, and I think we can do even more after that.",1.0,,1.0,
229,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"For the first question, the moment, man, it was the moment for me. Right before the Commissioner said my name, I just looked down and thought to myself and said a little prayer, like it's your time, it's God's timing. She said my name, and that's when the water works started happening. Just super grateful for this moment and this opportunity.",1.0,,,1.0
230,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Your second question with Shakira, great player. Followed her from D-I all the way to the W. I think I'm just happy to really get the opportunity to play alongside her. Such a great player. I think that she's going to elevate me. I can elevate her, too. But whatever impact I can take for this team and to this organization.",1.0,,,1.0
231,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Very rewarding, and I think one of the things going into this league that I want to do is just expand my game. Might be asked to play a different role, but I'm open to it. I see myself as a versatile player and impacting in any position that I'm asked to play in.",1.0,,,1.0
232,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Yeah, it's going to be a tough league, tough first year, but I'm pumped and I'm ready for the challenge.",1.0,,,1.0
233,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Oh, my gosh, it's been a lot. Long days, a lot of long days. But once I hit the weekend, once I was with my fellow draftees, that's when I started really sinking in the moment and just being appreciative for being a part of this.",1.0,,1.0,
234,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"The W is the W, and it's a great league. I'm just super excited to be a part of it, but the process is no joke, for sure.",1.0,,,1.0
235,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Oh, my gosh, just to have a dream like this and to actually walk through it, I said this out there, it's just amazing. A lot of people have dreams, but a lot of people aren't able to achieve it. For me to be fortunate enough to say that and to keep going and to keep pushing my dreams, it's just amazing.",1.0,,,1.0
236,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"I would say my message for the younger girls is just be confident, be who you are, but know your worth. I mean, coming from Canada, wasn't given as many opportunities as, say, my fellow draftees, but I made the best out of it, and I earned everything that I was given. Stay humble but let them know.",1.0,,,1.0
237,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"It feels great. I feel like the platform that I was given, even though at first I wasn't really sure that I was able to step into it, but I've had to step into it. I've had to kind of live in my truth because I know that a lot of young girls are looking up to me and a lot of people who are inspired to be like me are watching. You're not only playing for yourself, you're playing for those following behind you, and you're also playing for those who laid the groundwork in front of you.",1.0,,1.0,
238,2024 - WNBA DRAFT,15-Apr,AALIYAH EDWARDS,"Coming into the W, I respect that. I appreciate, I'm not going to say elders because I don't want them getting on me, but I appreciate our vets, and I'm going to soak up all the experience, but also knowing that I have a huge impact across the border in Canada and across the border in Asia, too.",1.0,,,1.0
239,2024 - WNBA DRAFT,15-Apr,MARQUESHA DAVIS,"I would say what excites me the most is coming into this Liberty team and learning from the vets that are there, and just going in and continuing to grow.",1.0,,1.0,
240,2024 - WNBA DRAFT,15-Apr,MARQUESHA DAVIS,I would say something that stood out to me is them looking basically for a two-way player and me being just that. So knowing that I can come in and be a two-way player and make an impact that way is something that I look forward to.,1.0,,,1.0
241,2024 - WNBA DRAFT,15-Apr,MARQUESHA DAVIS,"I would say I approach being on a team like that, just coming in each and every day, just getting in the gym and putting in that work to be able to do what those expectations are and just coming in and being ready.",1.0,,,1.0
242,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Yeah, I think the biggest thing is definitely my passing. I think that's at times what gets overlooked in my game. I think the scoring and the long shots is what everybody falls in love with. Then obviously going to an organization that has, in my eyes, one of the best post players in the entire world. My point guard eyes just light up at that. And obviously, Aliyah has been one of my teammates before. I'm excited. I can't wait.",1.0,,,1.0
243,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Honestly, I don't really feel like I have a rival. I think the biggest thing is the WNBA is so competitive right now. Every single time you step on the floor, it's going to be a rivalry. I think so many teams are loaded with so much talent. This is the most competitive league in the entire world. Less than 144 spots.",,1.0,1.0,
244,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"So you'd better bring it every single night, and I think that's exactly what I'm going to do. But I think that's exactly how I lived my college career, too, is every single game, no matter what the opponent was I prepped the exact same way, I prepared the same way, I brought the same fire, I brought the same energy. I think that's the biggest thing going into my WNBA career.",1.0,,,1.0
245,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think the biggest thing is I vividly remember Coach Bluder during my home visit in my recruiting. It was at the end of my junior year, I believe, or maybe the beginning of my junior year. Sometime during my junior year. I think the biggest thing is we talked about this moment, we dreamed of this moment, but she also believed I would be here and she coached me really hard to get to this moment.",1.0,,,1.0
246,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"There was a lot of ups and downs. Something I really appreciated about Coach Bluder is no matter what awards or success or wins we ever had or I had, it's like she never stopped coaching me, she never stopped holding me accountable. She always thought there was ways for me to get better. She still thinks that, and I still think that. That's one of the things I just love about her. First of all, she believed I would be here from the day I committed to her, even before that when I was in eighth grade, but also she pushed me really hard to make me as good as I am.",1.0,,,1.0
247,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Definitely Aliyah Boston. Come on now. I think also Erica Wheeler. A vet, somebody that has been in the league a long time, somebody that is in the organization, has been in the league, understands what it's about, somebody that I can lean on. I'm 22 years old, and I don't have all the answers in the world. This is something new to me. This is a new challenge. That's something I'm excited for. But having those type of people around me to lean on and ask questions, or when things get hard, to be there for me. I think those two, for sure.",1.0,,1.0,
248,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think obviously the course of the last few weeks has been pretty insane in my life, the last two months playing basketball as long as I possibly could in my college career, and then went home for a couple days. I got off the plane when we landed in Iowa City, drove directly home, had cook my mom cook me a meal, and then I drove back to Iowa City the next day. We had our celebration, and then I flew to L.A., flew to New York and now I'm here sitting at this stage.",1.0,,,1.0
249,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think the biggest thing is I'm just very lucky to be in this moment, and all these opportunities and these things, they're once in a lifetime. When things might get tiring or you have to do stuff, I think the biggest thing is look at it just as an opportunity. This isn't something everybody gets to do. It's once in a lifetime, and just trying to soak in every single experience because I know how quick of a turnaround it is, and I have a lot of people helping me.",1.0,,,1.0
250,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Then obviously Aliyah Boston, there's so much you can say about her. Rookie of the Year. In my eyes, one of the best players in the league. Like I said, as a point guard, my biggest job is I'm just feeding Aliyah the ball every single day. That's what I'm going to do. I'm going to be in there and be like, go make a layup. She's going to make my life easy.",1.0,,,1.0
251,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"She's incredible. But the thing I love about her is she's a great person. She loves the game, she knows the game, she supports the game and she has a smile that affects a lot of people and brings a lot of joy to people when they watch her. I can't wait to be her teammate again.",1.0,,,1.0
252,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Honestly, if I'm being completely honest, I feel like it doesn't change a ton from how I lived my life over the course of the last year. Sponsorships stay the same. The people around me, agents and whatnot, have been able to help me and guide me through the course of the last year. I don't know if I would be in this moment if it wasn't for a lot of them. My mom has done a lot, my dad has done a lot.",1.0,,1.0,
253,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think that's just the biggest thing. The advice I would say is just lean on the people around you. I don't have to do every single thing. I think at the same time, in college I always said my main focus is on basketball. That's why I've had every other opportunity in my life is because of the way I carry myself, the way I play the game. Going into my professional career, I plan to do the exact same thing. My focus is solely on basketball, being the best I can.",1.0,,,1.0
254,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I don't have to do school anymore. That's pretty exciting. I do have to get my degree. I graduate on May 14th. Other than that, my 110 percent focus is on basketball, and when I do that really well and carry myself really well, everything just kind of takes care of itself.",1.0,,,1.0
255,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Absolutely. I'm actually an executive producer on the show, which has been kind of fun for myself. When Peyton Manning reached out, obviously it's his production company, I was a little skeptical at first, but I was like, I don't know if I really want to let people into my life like that. I've never really done it.",1.0,,,1.0
256,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"But the way this year has unfolded, the way obviously Kamilla and Kiki, the seasons that they had, you can't script it any better. It's been absolutely incredible for women's basketball. If you're a women's basketball fan or you're not a women's basketball fan, I encourage you to watch the show when it comes out. I've seen bits and pieces. It's absolutely amazing. It really allows you to understand the student-athlete for way more than just a basketball player, and I think that's really important. I think that's going to allow fans of the W, fans of college to really understand what they go through, but love them even more for who they are and what they do and what they're about.",1.0,,1.0,
257,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I'm excited for everybody to see it, and it's been a special project.",1.0,,1.0,
258,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think that speaks to the organization as a whole, and everything that they do is so first class. I'm very lucky to be going there to an organization that really loves women's basketball. You see it today, I think they had 17,000 tickets claimed to just watch the draft. I think that shows the excitement in Indianapolis. It's a great basketball city. Obviously, what the Pacers have been able to do this year is special, in the Playoffs. I think I'm just excited.",1.0,,1.0,
259,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Yeah, honestly, I feel like this was definitely a little bit more emotional for me. I think that's because when you're in the heat of competition, you don't have time to really feel your emotions. You're so competitive and you're so fiery, you're not really worried about all that. I think that was the biggest thing through my career is, first of all, I was able to have a lot of closure in the way my career ended and everything I was able to do. Obviously, I played the maximum number of games I could play my senior year. Obviously, we didn't win, but you feel like you did everything you can to be in that moment and compete as hard as you can.",1.0,,,1.0
260,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"But when you're kind of just sitting at a table waiting for your name to be called, I think that really allows the emotions to feed you and you're with your family. Obviously, playing a basketball game, I'm not out there with my family. So sharing that moment with them and enjoying it, and people that have really had my back and believed in me more than anyone, is super special.",1.0,,,1.0
261,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"Well, I know the Indiana Hoosiers didn't love me too much during my career, but hopefully we can turn a lot of them into Fever fans, if they're not already.",1.0,,1.0,
262,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"I think going to a state that supports not only basketball but women's basketball, going and playing in front of -- at Indiana, the place is sold out. Doing the same for the Fever is certainly our goal, and having a lot of fans there every single night.",1.0,,1.0,
263,2024 - WNBA DRAFT,15-Apr,CAITLIN CLARK,"For myself, I can't imagine a more perfect fit, a better place for me to start my professional career, an organization that really just believes in women's basketball and wants to do everything the right way. So I couldn't be more excited to get there.",1.0,,1.0,
279,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"I love that I get to stay on the West Coast, and I love that they took a chance on me, and I feel like I'm just going to show that I can work really hard and help them a lot.",1.0,,1.0,
280,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"But also, I'll be close to family, which is really important for me.",1.0,,,1.0
281,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"That's a good question. I would say I just want to continue the legacy of growing the sport, and I feel like I've said this a lot today, but we really have to look back at the women before us, and I know people keep saying this is a historic draft class but there were many, many talented draft classes before us.",1.0,,1.0,
282,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"I just want to give my props to the Dawn Staleys, Sheryl Swoopes, Lisa Leslies because they are why I'm here, because I watched them growing up. I just hope that I can continue that legacy for younger girls.",1.0,,1.0,
283,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"So growing up, I said this earlier before, as well, but growing up, I was kind of first introduced to the league because my mom was a product line manager at Nike and worked on Dawn Staley's signature shoe and worked with Tamika Catchings and Jen Rizzotti, who I've played 3-on-3 basketball for.",1.0,,1.0,
284,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"Growing up I had so much admiration for these women. It was really upsetting to not see that reciprocated by the public, what you see on social media, and I always do think the negative stands out more than the positive unfortunately, but it was really upsetting for me, and there were a lot of times where I was just kind of dumbfounded by the negativity.",,1.0,1.0,
285,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"But I think now there's a positive switch, and hopefully we can just keep that momentum going.",1.0,,1.0,
286,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"Yeah, so I studied communications at Stanford, and my parents both worked for Nike for 20-plus years, grew up in Beaverton. That's where the world headquarters are, so I'm definitely a Nike kid born and raised.",1.0,,,1.0
287,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"But New Balance came to me with -- I see you're wearing New Balances, by the way. I love it.",1.0,,,1.0
288,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"But I'm just so thankful for them because they have signed me as their first female basketball player, and they are just a phenomenal brand through and through, what they stand for, how they support their athletes. I truly cannot be more excited, and I converted for sure.",1.0,,1.0,
289,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"Yes, to answer your first question, I think in these situations it's a business now, and you never know. I had great conversations with the Sparks and Raegan Pebley and Curt, and they're amazing, but you just never know, and I didn't want to assume anything.",,1.0,1.0,
290,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"It's just such a high-stress environment, as well, so when they called my name, just a huge wave of emotions hit me. When I saw my mom tearing up and my dad, that definitely hit home. Just was super thankful.",1.0,,,1.0
291,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"Actually, I actually FaceTimed Steph like five minutes before the show started. He just said to just have fun with it. I think he can just share so much great advice because obviously he's been through this, and he just said to make stuff like this fun because it can be stressful. So to make it fun. He answered my mom's FaceTime call. I called Seth Curry, as well. He hung up immediately because that's Seth. But then he called back right after.",1.0,,1.0,
292,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"Yeah, they're both just great sounding boards for me.",1.0,,1.0,
293,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"I do, and I played with some great Australians, as well. Agnes Emma-Nnopu is a great friend of mine. Now she's at TCU.",1.0,,,1.0
294,2024 - WNBA DRAFT,15-Apr,CAMERON BRINK,"But I specifically remember playing against Australia I think U-16 or U-17 it was, and honestly they're some of the strongest people I've ever played against. When they hit you with a screen, it takes you a while to recover. And Lauren Jackson is one of my favorite players ever. I just really admire her.",1.0,,1.0,
295,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,NAPHEESA COLLIER,"Do you want to ask Cheryl or me? They turned up the pressure. It's the end of the game. Of course we are both trying to win. They turned up the pressure and we got a couple turnovers. We didn't execute our offensive plays at the end, so that's what their defense was doing.",,1.0,1.0,
296,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"I saw a very physical and aggressive New York team. We know this from being a part of the game for so long that sometimes you get away with this stuff when you're physical and aggressive, and they certainly did.",1.0,,1.0,
297,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,It's a shame that officiating had such a hand in a series like this. Obviously there's always going to be a team that's going to be a little more disappointed than the other.,,1.0,1.0,
298,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"I thought today was incredibly disappointing. The challenge -- we have got to change our challenge rules. The officials doing the game should have a third party, because that was not a foul. That call should have been reversed on that challenge. If we sent that clip in -- well, first of all, Napheesa Collier, the number of times she was held, et cetera, there was nothing down on that end. For whatever reason in this series, that's kind of the way it was.",,1.0,1.0,
299,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"At the other end, when we challenged it, if we would have turned that clip in, they would have told us that it was marginal contact, no foul. Guaranteed. Guaranteed. So when you review, those should be the same parameters that you're reviewing with. But the three people on the game need a third party to let them know. Because that decided the game. That decided the game.",,1.0,1.0,
300,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"You watched the whole series, right? What makes her difficult is you're spending a lot of time guarding Sabrina and Stewie. In some of those schemes, it created mismatches. But we were going to live with some of that. We knew that JJ was going to score. These guys shot 30 percent. Shot 30 percent. The difference was in the foul line.",,1.0,1.0,
301,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"Obviously we needed to execute better on offense I think one of these guys said that. We had opportunities not to fuel them. But we knew they were coming. We just needed -- our lead guard spot was obviously rough for us tonight. We get a little bit decent play out of there, we win the game. But with all that happened, we still almost put ourselves in position to do this. I hurt for our players. I really, really hurt. They are an incredibly special group.",,1.0,1.0,
302,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"I think that was kind of the end-of-quarter situation. We were up 12. It was 32-20. We allowed them to come back to get it to within seven or something like that going into the half. That's where we have to be better. That's been throughout the series, too, that end of quarters and things like that. It's hard when you're playing a team at home, a team that knows each other well and things like that.",,1.0,1.0,
303,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"It's hard to just pick one thing, you know what I'm saying, when you still have a chance to win the game. I think, yeah, we could have executed better, but there were so many things that went on throughout the game that we still gave ourselves a chance to win.",,1.0,1.0,
304,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,We talked about handling their pressure.,,1.0,1.0,
305,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"Handling the pressure, executing our offense, not turning the ball over to let them get energy in transition and things like that.",,1.0,1.0,
306,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,NAPHEESA COLLIER,"Yeah, probably because I was getting held a little bit. It was a little hard to make shots.",,1.0,,1.0
307,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,NAPHEESA COLLIER,"No, I think, you know, of course, like they said, everyone is trying to make adjustments in the second half. I got a lot of shots up in the first. I was making a lot, so they tightened up their defense, brought people in rotation, were doubling, things like that. They were upping the pressure and it got harder.",,1.0,,1.0
